时间,姓名,内容,阅读,评论,,,,,
2021/3/3 12:32,股友r9zBEO,明天融券啥的你们片甲不留,223,0,,,,,
股友CiTZrT,少挣4万,卖早了,309,2,2021/3/3 12:29,,,,
2021/3/3 12:27,走过好望角,我不贪婪，开盘撤出，涨了不后悔，后面会一路上行吗？,295,1,,,,,
2021/3/3 12:25,下雨天钓虾,688696难道收盘696？,128,0,,,,,
2021/3/3 12:23,下雨天钓虾,696,171,0,,,,,
2021/3/3 12:23,小钢炮99,上午换手65％，中签的大部分都跑了，全天换手估计要75,801,0,,,,,
2021/3/3 12:22,火星人下凡,爽歪歪,196,0,,,,,
2021/3/3 12:20,低价买进做个T,太厉害了，中签的是发了吧,203,0,,,,,
2021/3/3 12:19,笋子的精神,超预期，赚了18万，谢谢主力！,204,0,,,,,
2021/3/3 12:17,mn31,开盘进场胜负难定。高价票千万别玩奔了，否则跌起来要,200,0,,,,,
2021/3/3 12:14,好咧2020,卧槽(*｀*),180,0,,,,,
2021/3/3 12:10,魑魅魍魉wlf,在此立个flag 欢迎打脸！,914,3,,,,,
2021/3/3 12:05,o_唐三_o,中签的赚20多万。恭喜啊！,205,0,,,,,
2021/3/3 12:02,IPO早知道,极米科技正式登陆科创板：开盘上涨超300%，年轻消费者,1127,0,,,,,
2021/3/3 11:53,股友wEzRzI,预期目标30万[牛],386,2,,,,,
2021/3/3 11:49,米小米大米,中签的今天已经出了一大半了，后续还得接着涨,473,3,,,,,
2021/3/3 11:47,封印的传说,明天一锅端，让你们炒,202,2,,,,,
2021/3/3 11:47,王多鱼炒股,股吧里安静了，唱空唱多的都不说话了,244,1,,,,,
2021/3/3 11:45,天天红盘天天乐,下午跌破500元！明天跌破350！,324,4,,,,,
2021/3/3 11:41,股友g9kokD,明天不套你们今天买入的 有鬼了,449,5,,,,,
2021/3/3 11:39,韵味股市,大肉签，我看热闹的顺祝极米越走越好。,153,0,,,,,
2021/3/3 11:38,先知者win,明天机构要赚20cm是必然的,198,0,,,,,
2021/3/3 11:37,股友mfnkhlshd,国中水务通过赛领参股极米科技[上涨][上涨],435,1,,,,,
2021/3/3 11:33,WinWinJade,劳资为啥中不了科创！,187,0,,,,,
2021/3/3 11:29,马踏飞燕15,专门坑害二级市场的！,152,0,,,,,
2021/3/3 11:23,运气没着落,还有两个大肉签没有到来，普冉半导体，义翘神州生物制,252,0,,,,,
2021/3/3 11:22,一买就连板,真是羡慕吧里中签的，我就差8个号，唉,478,1,,,,,
2021/3/3 11:22,似牛乎而非牛,这种大肉我咋没中签,319,4,,,,,
2021/3/3 11:21,wy04366688,股价超不过石头斗都丢不起人现在极米是家喻户晓了。,183,0,,,,,
2021/3/3 11:20,登赢嘉万兴,一签就20多万。真心服了[哭],170,0,,,,,
2021/3/3 11:18,极米科技资讯,极米科技科创板上市！募资16.7亿元 发行价为133.73元/,350,0,,,,,
2021/3/3 11:16,天南海北孤独人,说好的最低750呢，怎么才500多啊,287,1,,,,,
2021/3/3 11:14,股友K16rYF,恭喜中签股友，太幸运了,436,4,,,,,
2021/3/3 11:08,最大的错就是炒股,中签的都是有福气的，一签中20万,220,0,,,,,
2021/3/3 11:06,百炼金刚镰刀,恭喜600买入的朋友,204,0,,,,,
2021/3/3 11:05,Freedom3,华自科技：子公司中标4.99亿元锂电池生产设备订单中证,221,0,,,,,
2021/3/3 11:01,豆芽有毒,峰米！光峰科技是龙头！,234,0,,,,,
2021/3/3 11:01,小筑0639,每股收益6元，2020年净利润同比增长200%，年收入30亿,913,7,,,,,
2021/3/3 10:58,嗡瓦素驮历娑婆呵,531，已经告诉各位啦！我闪喽！！！各位请见证啊！！,347,1,,,,,
2021/3/3 10:57,友好的散户投资者,赚翻了吧！太夸张了,188,0,,,,,
2021/3/3 10:55,fjjtyqy,回报极米，买台极米享受美好生活！,291,1,,,,,
2021/3/3 10:53,涨停总坨主,炒的这么高是想让散户接盘？,198,0,,,,,
2021/3/3 10:52,微风哥,这是黄金投影仪,176,0,,,,,
2021/3/3 10:50,股友GJz21R,尾盘不好说,179,0,,,,,
2021/3/3 10:49,Crescent61032,真的是羡慕啊一签赚20万,443,2,,,,,
2021/3/3 10:47,羊倌陈a,中一签，就赚20哦！恭喜恭喜！,159,0,,,,,
2021/3/3 10:43,大盘天天起飞,酸,151,0,,,,,
2021/3/3 10:41,种棵摇钱树WW168,今天敢追买的佩服你们五体投地，如果龙虎榜机构跑路明,183,0,,,,,
2021/3/3 10:38,股友IJeU6x,我去买两台极米H3,173,0,,,,,
2021/3/3 10:36,急贪拖散2020,海信多少钱？？？………,264,1,,,,,
2021/3/3 10:36,股友zhang818,这个当天就能买卖麽？,195,0,,,,,
2021/3/3 10:35,朱利伟1,跌下来了吧……赶紧跑，明天直接一碗大面,188,1,,,,,
2021/3/3 10:34,股友X6vfZy,纯属恶炒，小散快跑,142,0,,,,,
2021/3/3 10:33,畅游股海的散户,核心零部件90%外购，一个投影仪,374,2,,,,,
2021/3/3 10:33,Chiang2,实在没事做了[大笑],169,1,,,,,
2021/3/3 10:33,韭菜也是这么想的,海信视像在极米科技面前就是一个笑话,408,1,,,,,
2021/3/3 10:30,股友XVbgrojc,到740,165,0,,,,,
2021/3/3 10:29,哆少春秋风雨改,卖早了511卖了心在滴血,244,1,,,,,
2021/3/3 10:28,弗拉基米罗维奇,昨天上市的688079和前天上市的688183就是你们的下场,260,0,,,,,
2021/3/3 10:27,御财富,怎么没有掌声,156,0,,,,,
2021/3/3 10:27,昨夜温唇,都吃超级大肉啊！恭喜恭喜,165,0,,,,,
2021/3/3 10:25,股友wEzRzI,看好1000元,145,0,,,,,
2021/3/3 10:23,无敌奥特曼,昨日早说了到900元才正常今日开盘太低了,181,0,,,,,
2021/3/3 10:22,榴莲科技,坚决管住手，这一球，我不打。也没什么大不了的。所谓,237,0,,,,,
2021/3/3 10:22,基民N0W535,实实打脸了没中签看空的[呲牙]，不卖了，基本已经被机,320,1,,,,,
2021/3/3 10:24,股友aTDLU5,一个破投影仪，吹比快三百亿，忽悠谁呢，有个技术含量,500,5,,,,,
2021/3/3 10:21,最大私募,2200，超过茅台，打破神话,166,0,,,,,
2021/3/3 10:20,大吉多谋de律香川,利害，中一签赚20万元,213,0,,,,,
2021/3/3 10:20,tamgdou88,疯了吧,139,0,,,,,
2021/3/3 10:19,股友5lTLSw,所有的嘴都老实了，哈哈，这就叫事实打脸！,175,0,,,,,
2021/3/3 10:19,蛮神欧,沾沾喜气，大家发财,192,1,,,,,
2021/3/3 10:18,CDH369,恭喜中签的股友,226,1,,,,,
2021/3/3 10:18,luykluyk,参考石头科技估值，券商300亿还是稍低估了,1110,5,,,,,
2021/3/3 10:17,石瓢紫砂壶,尾盘暴跌！明天大幅低开我介入、耐心瑾慎,157,0,,,,,
2021/3/3 10:16,如屹谋定,极米科技 次新回归,340,0,,,,,
招财两个亿PLUS,20多万就到手了[哭][哭]，我咋就中不了呢[大哭,羡慕啊,232,0,2021/3/3 10:15,,,,
2021/3/3 10:14,与股票同在,现在卖赚20万，明天？套20年,321,0,,,,,
2021/3/3 10:13,御财富,主力建仓，一定要做好,218,0,,,,,
2021/3/3 10:13,公元2015入,此股下午拉，明后天走。预测留证。,120,0,,,,,
2021/3/3 10:12,后浪韭菜7k7k,中签后，背着老爸梭哈了下极米美滋滋,4558,0,,,,,
2021/3/3 10:12,吓不到的小散,打算开盘价卖掉300股，这签确实不错。但也要落袋为安,591,3,,,,,
2021/3/3 10:12,天地_科技_周期启,开盘300%起,293,1,,,,,
2021/3/3 10:11,zant2015,今天进的就要准备站岗一年[想一下][想一下][想一下][,224,1,,,,,
2021/3/3 10:11,股友0wUyDE,600跑了不敢拿了,424,3,,,,,
2021/3/3 10:10,投资张PK,羡慕不来，中一签赚20多万，牛逼,210,0,,,,,
2021/3/3 10:10,股友237vi90091,怪就怪，咱没那个胆识，没这个气魄，敢想也不敢做[怒],169,0,,,,,
2021/3/3 10:10,中南太监庄,极米控股股东中南文化002445,157,0,,,,,
2021/3/3 10:08,上海布衣,中签股民集合竞价坚决卖出此股，布依己集合竞价卖出！,310,1,,,,,
2021/3/3 10:08,东财网友75285136,开盘就卖了的后悔吗，700以下不卖，长期机构看1000,169,0,,,,,
2021/3/3 10:07,股友N6QlJr,在520卖出了。虽然后面涨，但是已经满足了。20万到手,206,0,,,,,
2021/3/3 10:07,弗拉基米罗维奇,昨天上市的688079和前天上市的688183就是你们的下场,181,0,,,,,
2021/3/3 10:06,shihushou狮虎兽,基民出钱公墓基金唱戏损公肥私,125,0,,,,,
2021/3/3 10:06,东财网友75285136,冲高了，可以拿着看下,185,1,,,,,
2021/3/3 10:06,股友TAwuKr,今天把新买的极米投影仪卖了！,168,0,,,,,
2021/3/3 10:05,dfgfsdhs,极米科技688696中签纪念，感恩！同喜同贺！,677,3,,,,,
2021/3/3 10:05,冰柠火,513全部出了，祝其他人也能挣钱,204,1,,,,,
2021/3/3 10:05,金石海参8869,20W，落袋为安,836,4,,,,,
2021/3/3 10:05,asforme,一早这个600担心到不了，改成550出了，卖低了，头一次,320,0,,,,,
2021/3/3 10:04,沪23182238596116,买它不如买688079 昨天才上市 才22元多的价 盘子比极,150,0,,,,,
2021/3/3 10:04,妳知我的长短,老罗极力推荐的，值得拥有！相信老罗[呲牙][呲牙][呲,240,0,,,,,
2021/3/3 10:03,最大私募,2200，超过茅台,208,0,,,,,
2021/3/3 10:02,炒股赚钱买野马,真的是酸啊！中签赚二十多万,231,0,,,,,
2021/3/3 10:01,LZLNMy,N极米,399,0,,,,,
2021/3/3 10:01,八方高升的白鹤,st晨鑫作为极米的芯片供应商，抓紧买啊，最便宜的芯片,318,0,,,,,
2021/3/3 10:01,钱多割着玩,泡沫巨大，做投影仪的公司太多了，这个不是什么了不起,249,1,,,,,
2021/3/3 10:00,xujacky530,不值,126,0,,,,,
2021/3/3 9:59,JJ为JJ,速来吸欧气兄弟们！,177,0,,,,,
2021/3/3 9:59,御财富,777卖出,155,0,,,,,
2021/3/3 9:59,等一伴,廾A股不缺钱，,132,0,,,,,
2021/3/3 9:58,默写那份爱jgr7yk,感谢吉米让我市值突破150万[色]感恩,206,0,,,,,
2021/3/3 9:58,孚能用户,今天最高价888元,162,0,,,,,
2021/3/3 9:58,股友sDcpYW,好股,158,0,,,,,
2021/3/3 9:56,耐心等待持有,这种股最好不好卖，良心建议。等哪天趋势坏了再卖不迟,192,0,,,,,
2021/3/3 9:55,斗股小达人,极米,512,0,,,,,
2021/3/3 9:54,eecvt,暴风科技，全通教育，众信旅游杯具重演,268,0,,,,,
2021/3/3 9:54,不做韭菜及时止损,中这个签的都是福气好羡慕,148,0,,,,,
2021/3/3 9:53,朱利伟1,羡慕嫉妒恨啊,139,0,,,,,
2021/3/3 9:53,珍惜生命不做韭菜,还是科创版好………一次就20万,157,0,,,,,
2021/3/3 9:52,清风牛,极米科技：净利润太少，业绩不稳定，涨幅太大。不留！,309,0,,,,,
2021/3/3 9:52,不是我不说s,市场占有率不高，竞争激烈,263,0,,,,,
2021/3/3 9:51,eecvt,和小米没半毛钱关系，韭菜们冲,142,0,,,,,
2021/3/3 9:50,最大私募,今天上10000,119,0,,,,,
2021/3/3 9:49,墁墁和淳淳,那些唱空的脸很响啊,135,0,,,,,
2021/3/3 9:48,江锦泓,188800元，可以了,560,2,,,,,
2021/3/3 9:46,出研报就跑,真想骂人啊，太TM爽了，再也不见,198,0,,,,,
2021/3/3 9:46,又是一年红绿中,勿介入，危险,756,0,,,,,
2021/3/3 9:45,已入坑还很深,一签20万！！！,225,0,,,,,
2021/3/3 9:45,弗拉基米罗维奇,昨天上市的688079和前天上市的688183就是你们的下场,205,0,,,,,
2021/3/3 9:44,even高,今天拉高就走，不留恋，科创版不管啥题材，第一天就是,215,0,,,,,
2021/3/3 9:43,一买就连板,真羡慕，一签20万。。,196,0,,,,,
2021/3/3 9:42,股友w0GysG,羡慕那中签的8000多户,243,0,,,,,
2021/3/3 9:42,羊角刨韭菜根,丝买专供丝产品的公司,140,0,,,,,
2021/3/3 9:42,明明哥啊,太牛了,150,0,,,,,
2021/3/3 9:42,电池正在放电,不贪，见好收啊，把钱装口袋里再说[微笑],210,0,,,,,
2021/3/3 9:41,一剑屠龙术,固德开盘500%极米才一半,185,0,,,,,
2021/3/3 9:40,股友56291e669E,今日会冲击700元,167,0,,,,,
2021/3/3 9:38,直线北上,这里是科创板,185,0,,,,,
2021/3/3 9:38,孤山的梅67372,都别跑，说好的到750,159,0,,,,,
2021/3/3 9:36,赢出未来,感谢主力，在此谢谢大家，祝留着的发财,170,0,,,,,
2021/3/3 9:36,梦想之神1,20万一30万,718,3,,,,,
2021/3/3 9:36,股友oRKvDr,做高股价然后套现,159,0,,,,,
2021/3/3 9:35,股友Uew6iY,没中[滴汗],150,0,,,,,
2021/3/3 9:34,空头核弹,一群接盘虾[看空][看空][看空][看空],150,0,,,,,
2021/3/3 9:33,CDH369,呵呵,135,0,,,,,
2021/3/3 9:33,股友i206n62295,这价格买的都是憨憨[大笑]缺心眼吗,160,0,,,,,
2021/3/3 9:32,要天天向上59188,牛B,161,0,,,,,
2021/3/3 9:32,超级战士_888,这里面没有散户的，都是关系户,162,0,,,,,
2021/3/3 9:32,狄拉斯神殿,跑路，88,140,0,,,,,
2021/3/3 9:32,樂铯侽魜,开盘即巅峰,161,0,,,,,
2021/3/3 9:31,作手老妖,新股涨幅过高，谨慎,287,0,,,,,
2021/3/3 9:30,魑魅魍魉wlf,诶 可惜了 没有400以下的机会,178,0,,,,,
2021/3/3 9:30,快手第一股王直播,上来就511，现在股票价格是飘了啊[大笑][大笑],178,0,,,,,
2021/3/3 9:30,股友WM8Q6v,高了，长10倍的股，可能吗，大跌，小心被套,132,0,,,,,
2021/3/3 9:30,旭牛犇,牛逼，一签20万！,193,0,,,,,
2021/3/3 9:29,生财善贾de丁春秋,全部活埋,196,0,,,,,
2021/3/3 9:28,农大女学霸,今天谁接谁死！！！,207,0,,,,,
2021/3/3 9:28,天问问天3191,直接20万，牛,434,2,,,,,
2021/3/3 9:28,长涨江恩,先卖200股,184,1,,,,,
2021/3/3 9:28,股友z3E7RU,中签的记住学会抢跑。别被那些接盘。高开是坑定的。,171,0,,,,,
2021/3/3 9:28,小散太祖,赶紧挂550卖了。一辆小车到手了！,228,0,,,,,
2021/3/3 9:27,赢在精选强势股,极米科技———开盘这么高？牛,216,0,,,,,
2021/3/3 9:27,晋商新势力,好大的一块肉,171,0,,,,,
2021/3/3 9:27,股友IJeU6x,安逸,169,0,,,,,
2021/3/3 9:27,沐沐灬清风,羡慕了,130,0,,,,,
2021/3/3 9:26,一偻待割的韭菜,开盘价就是最高价,173,0,,,,,
2021/3/3 9:26,M伐宝,牛,168,0,,,,,
2021/3/3 9:26,DLB,千元牛股！,148,0,,,,,
2021/3/3 9:26,我就想玩玩,大肉签啊,178,0,,,,,
2021/3/3 9:25,炒股让股炒,我靠现在真敢发行 超过茅台吧 5000,187,0,,,,,
2021/3/3 9:25,金银万贯de游坦之,真爽20万可惜没中,130,0,,,,,
2021/3/3 9:24,长涨江恩,定位250,136,0,,,,,
2021/3/3 9:24,神仙0000,什么情况，开盘卖直接赚16万,933,5,,,,,
2021/3/3 9:23,股友5g277Z2909,开盘即最高点,163,0,,,,,
2021/3/3 9:22,我有二个Dream,800以上，抢筹,178,0,,,,,
2021/3/3 9:21,资本家的乐园,这个价格，有多少韭菜可以接盘继续推高？,186,0,,,,,
2021/3/3 9:20,神龙摆尾99999,一步到位,165,0,,,,,
2021/3/3 9:19,股友krKFVr,谢谢真主！跑！,196,0,,,,,
2021/3/3 9:19,大雄风5207,发行市盈率72倍，现在显示24.86倍，到底哪个对？如果,807,3,,,,,
2021/3/3 9:16,股友5lTLSw,赶快过完今天吧，今天后吧里就安静了！,166,0,,,,,
2021/3/3 9:14,更深的蓝888,看研报是免费的吗？,180,0,,,,,
2021/3/3 9:13,养基录,大家不要劝那些竞价抢筹的傻*！因为再怎么劝，低价股,3110,18,,,,,
2021/3/3 9:13,更深的蓝888,看研报是免费的吗？,196,1,,,,,
2021/3/3 9:07,农大女学霸,历史总是惊人的相似！！！没开盘前都是群情激昂叫嚣要,1527,12,,,,,
2021/3/3 9:05,股友1155r226U5,说实话，30%毛利，9%净利的企业，真的没有大的想象空,458,4,,,,,
2021/3/3 9:04,翡翠成章得欧阳锋,大热必死[囧],261,3,,,,,
2021/3/3 9:13,额的神a,有可能是第二个石头科技,453,1,,,,,
2021/3/3 8:46,冰买火卖patience,核心零部件依赖外购、市场竞争加剧,325,0,,,,,
2021/3/3 8:41,A股透视镜高敏,行业龙头市占率连续三年位列第一,442,0,,,,,
2021/3/3 8:22,堆金广进de明月心,极米,715,0,,,,,
2021/3/3 7:42,看见风电扇,好公司,360,0,,,,,
2021/3/3 6:36,直线北上,史上最大块的融券肉来了,417,4,,,,,
2021/3/3 5:42,做好每一笔投资,智能投影仪行业龙头,346,0,,,,,
2021/3/3 5:29,穿背心过冬天,公司主营消费级智能投影，为市占率第一龙头。,164,0,,,,,
2021/3/3 3:13,牛股数据宝,抓住2021年3倍牛股：昆仑万维,808,2,,,,,
2021/3/3 1:31,极米科技资讯,东兴证券首予极米科技强烈推荐评级 智能硬件系列之智,1910,8,,,,,
2021/3/3 0:27,生财善贾de丁春秋,250不能再多了，250以上买真成250了,253,2,,,,,
2021/3/3 0:08,走过好望角,400,148,0,,,,,
2021/3/2 23:30,羊城闲人,说白了也只是电器行业，小熊也只是50PE，创业版的话会,242,0,,,,,
2021/3/2 23:08,wy04366688,估计明天开盘在280左右,178,0,,,,,
2021/3/2 22:55,PHQG,又一个恒玄科技，高开低走套牢无数？,247,0,,,,,
2021/3/2 22:33,大红大紫天天涨,极米科技，行业龙头！,451,0,,,,,
2021/3/2 22:24,股友P1I2HA,有不有人喊10000的,160,0,,,,,
2021/3/2 22:11,打平手88,祝贺极米发财。,174,0,,,,,
2021/3/2 22:09,W梦想总是要有的,冷静思考~~极米上市第一天价格（收盘价）不超369[摊手,2753,15,,,,,
2021/3/2 21:57,草根玩股票,ST晨鑫已经成功量产，国产唯一供应商。极米科技和ST晨,2830,8,,,,,
2021/3/2 21:50,魑魅魍魉wlf,抛开股价 这应该算是人性的扭曲吧,491,2,,,,,
2021/3/2 21:47,看仙还是仙,不看好极米科技,582,1,,,,,
2021/3/2 21:39,W梦想总是要有的,看看这个,353,1,,,,,
2021/3/2 21:31,金银生财的裘千仞,发行数量有限，投行给出的200亿估值相对合理，所以明,859,3,,,,,
2021/3/2 21:30,实时更新,参与了网下询价的证券机构把发行价定这么高，还想着上,213,0,,,,,
2021/3/2 21:24,走过好望角,你知道极米科技明天多少股上市流通吗？去认真看看再说,721,4,,,,,
2021/3/2 21:14,一定要把烟戒了,极米长线看好。,1077,3,,,,,
2021/3/2 20:59,我有二个Dream,不说了，明天干到1000,162,0,,,,,
2021/3/2 20:59,带领韭菜向钱冲,我也看好想买，可我也没像有些人那样叫啊，尤其是吧里,255,0,,,,,
2021/3/2 20:54,股友VzKeNP,中签的看看688619第一天不卖什么后果,622,5,,,,,
2021/3/2 20:43,笋子的精神,紧急呼叫，明天开盘不管它什么价格卖出，落袋为安，赚,612,4,,,,,
2021/3/2 20:41,翡翠高升的珮柔,国中水务走起,211,0,,,,,
2021/3/2 20:38,股友T6X3yg,碰瓷小米，极米力图打擦边球,253,2,,,,,
2021/3/2 20:37,股友5KS6hx,弱市中期待极米高开，能赚5万就非常开心！,333,3,,,,,
2021/3/2 20:25,股友059E9T3027,极米科技,677,1,,,,,
2021/3/2 20:16,华子罗大陆,国内投影设备行业领导品牌,314,0,,,,,
2021/3/2 20:05,褚正民,王力安防，园林股份上市很不理想，不破发就不错了,370,2,,,,,
2021/3/2 20:04,左路先锋,这个或许有点作用,493,2,,,,,
2021/3/2 19:31,小钢炮99,那些敢几十倍市盈率追高的朋友，你相信5年之后还有人,535,10,,,,,
2021/3/2 19:21,股友s8gxTj,一个脓大一个神龙你俩绝配,174,0,,,,,
2021/3/2 19:40,清风断舍离,股价太高,460,1,,,,,
2021/3/2 19:09,股友T6X3yg,极米＝山寨小米，终于蹭上车了,215,1,,,,,
2021/3/2 18:49,翰天宇,没想到不中签都能把人逼疯，可怜的孩子，一大堆没中签,404,4,,,,,
2021/3/2 17:58,走过好望角,中了500股，都在猜开盘价，像热锅上的蚂蚁一样……其,2908,25,,,,,
2021/3/2 17:51,股友VzKeNP,都醒醒吧，看看688069,217,0,,,,,
2021/3/2 17:20,Hx57389,明天直接1000亿,339,5,,,,,
2021/3/2 17:18,股友1155r226U5,9%净利，是搞错了？90%就超茅台和爱美客！,221,0,,,,,
2021/3/2 17:15,极米科技资讯,关于成都极米科技股份有限公司人民币普通股股票科创板,5408,17,,,,,
2021/3/2 17:14,渝小强,又来一个割韭菜的,351,2,,,,,
2021/3/2 17:11,股友5g277Z2909,我就是卖投影的，投影用的DMD芯片全部是是德州仪器的,831,6,,,,,
2021/3/2 17:06,股友i75073w808,凡是第一天上市的新股，基本第二天都憋在里面跑不了，,230,1,,,,,
2021/3/2 17:04,奔驰3600,极米科技上市初期流通股数量较少，存在流动性不足的风,734,6,,,,,
2021/3/2 16:57,神龙摆尾99999,米米是带着拯救科创板任务来的，还是纯粹圈钱续命。如,527,2,,,,,
2021/3/2 16:40,奔驰3600,石头科技彪涨，懂得人自然懂得,590,6,,,,,
2021/3/2 16:25,股权之争_勇者胜,虽然没中签，羡慕持有的人，估计能赚50万,528,8,,,,,
2021/3/2 15:57,贝多财经,极米科技非“极客”：研发多年未掌握核心科技，还向竞,6249,10,,,,,
2021/3/2 15:43,股友1155r226U5,派能科技券商说是A股第三个千元股，结果从348下到138,386,1,,,,,
2021/3/2 15:26,奔驰3600,明天要上市了，极米吧里全都是机构的托在唱空，这是有,283,0,,,,,
2021/3/2 15:24,XQJXGGD,希望明天涨10倍！！！！！,322,2,,,,,
2021/3/2 15:16,等风来的时候,上市就是最高价,1153,18,,,,,
2021/3/2 15:15,股友T6X3yg,生益电子4亿利润158亿市值，极米2亿价值80亿市值,656,8,,,,,
2021/3/2 15:13,实时更新,合理估值50亿，超过就可以融劵做空了。反正最近做空都,218,0,,,,,
2021/3/2 15:07,股友1155r226U5,有人想钱想疯了，唱多唱到太空去了，赚50万？天文数字,287,2,,,,,
2021/3/2 14:49,股友1155r226U5,有人说破发，破发应该不会的，200元以下一定买。,199,0,,,,,
2021/3/2 14:45,股友1155r226U5,唱多的人太多了，想买很危险。,127,0,,,,,
2021/3/2 14:21,实时更新,机构不断的请人来唱我，就是为了上市当天能高开股价，,316,3,,,,,
2021/3/2 14:08,股友T6X3yg,看到生益电子没？接盘者命运如此悲惨！,194,0,,,,,
2021/3/2 13:20,价值投资zyz,美迪凯盘中顶爆，上市前预期是15-20元！！！,404,1,,,,,
2021/3/2 12:42,吉米巴特勒,前两天上市的博硕科技走势值得借鉴,334,0,,,,,
2021/3/2 12:28,巴菲特BMW,上市第一天就卖那不是发傻吗？怎么也得拿5天,386,4,,,,,
2021/3/2 12:22,wy04366688,反正我是一个月内是不卖了，爱咋咋地,318,4,,,,,
2021/3/2 12:11,妇科千金片,京东极米自营里的评论很多说新机就镜头进水汽,581,6,,,,,
2021/3/2 12:06,股友IJeU6x,5年不卖，管他的,170,0,,,,,
2021/3/2 11:50,极米科技资讯,688696:极米科技首次公开发行股票科创板上市公告书,9017,17,,,,,
2021/3/2 11:31,小玉匠,祝中签股友多赚,197,1,,,,,
2021/3/2 11:22,股友T6X3yg,看看生益电子，这就是接盘中签者下场，倾家荡产！,214,0,,,,,
2021/3/2 10:43,股友WqQNsS,惠泰医疗最高不过270，这种股200算不错了,243,0,,,,,
2021/3/2 10:15,神龙摆尾99999,大家可以想一想，华为，OPPO，ViVo，这些巨头，为什么,852,17,,,,,
2021/3/2 9:19,股友rPCxvx,[图片],554,4,,,,,
2021/3/2 9:09,东方港湾蛋斌,极米科技合理估值在594-742区间。,767,2,,,,,
2021/3/2 10:53,超级赛亚人罗特,龙头公司来了,284,1,,,,,
2021/3/2 9:06,价值投资zyz,短期350亿-500亿、长期600-800亿,561,3,,,,,
2021/3/2 9:03,农大女学霸,极米科技上市第2天就腰斩，这是科创板恒古不变的规律,292,3,,,,,
2021/3/2 8:42,基本国策非常强,这个股不错,501,0,,,,,
2021/3/2 8:35,神龙摆尾99999,极米随时被手机投影淘汰，开盘直接破发可能性很大。,458,8,,,,,
2021/3/2 8:22,穿山甲666,股是好股开太高一定要滚管住手等待,197,0,,,,,
2021/3/2 8:10,非专业de股民,现在做整机一一再做平台加内容一一百度助力,434,5,,,,,
2021/3/2 6:59,给点汤喝就行,投影仪应该没有光辐射，比电视机强多了,264,2,,,,,
2021/3/2 6:56,W梦想总是要有的,某券商鼓吹极米市值要超500亿，小心第一天机构融券1个,895,9,,,,,
2021/3/2 6:54,ninghong89,发行价格有点高,253,2,,,,,
2021/3/2 6:54,W梦想总是要有的,极米2021年净利润2.5亿左右，股本5千万，每股利润5元,3065,19,,,,,
2021/3/2 6:43,小笋尖,1250一1033=217万股可融券,242,2,,,,,
2021/3/2 5:01,老牛__耕田,688696可对比300896和688169,225,0,,,,,
2021/3/1 23:57,股友EnLX4X0607,如果500会卖吗？,361,3,,,,,
2021/3/1 23:41,oppodod,牛股出来了,334,0,,,,,
2021/3/1 23:27,小熊小熊杰里米,应该走牛,210,0,,,,,
2021/3/1 23:13,左路先锋,看清楚，开盘在50%_88%之间,726,7,,,,,
2021/3/1 22:58,facedak,投影科技龙头,221,0,,,,,
2021/3/1 22:33,gffdbbbmm,投影股之王,446,0,,,,,
2021/3/1 22:27,吉M1J843,茅台第二,291,3,,,,,
2021/3/1 22:22,粗壮大树,销量冠军股,234,0,,,,,
2021/3/1 22:11,极米科技资讯,688696:极米科技公司章程,1244,2,,,,,
2021/3/1 21:35,adelle1,买过它的产品，新的不能充电就换了,216,0,,,,,
2021/3/1 21:28,股友5Ft2021562,行业龙头、百度、芒果是其大股东,1206,13,,,,,
2021/3/1 21:10,奔驰3600,这吧里百分之90以上都是托，中了签哪有希望不挣钱的，,297,1,,,,,
2021/3/1 20:47,极米科技资讯,智能微投市场走俏，国货崛起正当时,5670,3,,,,,
2021/3/1 20:19,Dk9986,冲冲冲,379,0,,,,,
2021/3/1 18:54,招财鱼,所获荣誉2019年9月4日，四川省工商联发布“,396,0,,,,,
2021/3/1 18:45,yuanjc001,极米科技几号流通上市,699,4,,,,,
2021/3/1 18:42,系统风口龙头,看看海信视像的市场占有率，题材等极米100,314,0,,,,,
2021/3/1 18:16,价值投资zyz,极米品牌投影仪价格挺高，品牌效应不错，极,375,1,,,,,
2021/3/1 18:15,股友191733nx50,300亿市值的公司，发行股本为什么这么少[为,176,0,,,,,
2021/3/1 17:01,股友5lTLSw,极米科技才是科创板的真正血统股，否则科创,318,1,,,,,
2021/3/1 16:58,东方港湾蛋斌,极米科技合理估值594-742区间,1061,7,,,,,
2021/3/1 16:53,股友1155r226U5,你们把纵横唱到300元，开盘最高73，5天后44,358,4,,,,,
2021/3/1 16:53,系统风口龙头,凯赛生物翻版，没核心技术，发行价太高！没,441,9,,,,,
2021/3/1 16:50,马踏飞燕15,688007才是原创技术。,408,5,,,,,
2021/3/1 16:50,头比身子大点,几号上市？,487,2,,,,,
2021/3/1 16:47,金水鑫鑫,发柴锅是人还是鸟？,218,2,,,,,
2021/3/1 16:43,神龙摆尾99999,[图片],283,2,,,,,
2021/3/1 8:10,神龙摆尾99999,[图片],648,9,,,,,
2021/3/1 2:04,公主梦彩虹糖的梦,发个公告吧！到底哪天上市！,453,2,,,,,
2021/2/28 23:52,赢出未来,股吧里唱多我可以理解为都是中签的过来打打气多赚点，,274,1,,,,,
